3epu6ofc,Safe-DubinsHallway-v1,False,0,False,False,False,False,0,True
143obij5,Safe-DubinsHallway-v1,False,0,False,False,False,False,0,True
3qxdlmh3,Safe-DubinsHallway-v1,False,0,False,False,False,False,0,True
22kwayts,Safe-DubinsHallway-v1,False,0,False,False,False,False,0,True
dmallzca,Safe-DubinsHallway-v1,False,0,False,False,False,False,0,True
383nu1d4,Safe-DubinsHallway-v1,False,0,False,False,False,False,0,True
17syl811,Safe-DubinsHallway-v1,False,0,False,False,False,False,0,True
1ok5vyen,Safe-DubinsHallway-v1,True,0,False,False,False,False,0,True
j3tk6hn1,Safe-DubinsHallway-v1,True,0,True,False,False,False,0,True
2qvkkxiq,Safe-DubinsHallway-v1,True,0,True,False,False,False,0,True
1e8lh95q,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
21nru3ib,Safe-DubinsHallway-v1,False,0,False,False,False,False,0,True
v0z0caxt,Safe-DubinsHallway-v1,False,0,False,False,False,False,0,True
igf824es,Safe-DubinsHallway-v1,False,0,False,False,False,False,0,True
24q2zotg,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
3bq21m14,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
36mb4ipy,Safe-DubinsHallway-v1,True,0,True,False,False,False,0,True
3tqa6ze3,Safe-DubinsHallway-v1,True,0,True,False,False,False,0,True
25l0jhut,Safe-DubinsHallway-v1,True,0,True,False,False,True,0,True
2ate6oz8,Safe-DubinsHallway-v1,True,0,True,False,False,True,0,True
hbw5z9gb,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
1onil81l,Safe-DubinsHallway-v1,False,0,False,False,False,False,0,False
2pjoe39d,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,False
3sw2b6kd,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,False
3h4f3qo5,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,False
2778gr9p,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,False
1fd6bjt9,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,False
1tjd2t0a,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,False
nnbhaawt,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,False
2sfktst8,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,False
1kwa12tq,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,False
x39xftow,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,False
3d0i3366,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,False
1e5332d4,Safe-DubinsHallway-v1,False,0,False,True,False,False,0,True
3f2air4f,Safe-DubinsHallway-v1,False,0,True,True,False,False,0,True
3ke0djce,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
2cu7vhy2,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
reg5xy3n,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
ve27xe1s,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
33cmlsgy,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
entxpkgf,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
wylptq74,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
2aj13j7w,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
213r0gjh,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
j02i050u,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
3i32jz38,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
24k79wo4,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
1d9ppbip,Safe-DubinsHallway-v1,False,0,True,False,False,False,0,True
